ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2024,5,Airedale NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.962694662,53.89801502,1786,-1,-1,0,Suppressed due to small numbers,2.45,4,Within 5%,1.60 to 3.73,1781,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.37 to 1.13,6,3.36,5,Over 5% higher,3.14,4,Within 5%,2.23 to 4.51,5,"Under 2,000 births",2.44,0.7,3.13
2024,7,Aneurin Bevan University Health Board,Wales,Wales,,,Wales,-2.998152313,51.57979804,5285,19,3.6,5,Over 5% higher,3.33,4,Within 5%,2.55 to 4.30,5266,6,1.14,2,Over 15% lower,1.46,4,Within 5%,1.03 to 2.00,25,4.73,4,Within 5%,4.79,4,Within 5%,4.02 to 6.10,2,Level 3 NICU,3.22,1.46,4.68
2024,8,Ashford and St Peter's Hospital NHS Foundation Trust,England,South East,,,"Kent, Surrey and Sussex",-0.472709324,51.44410155,2767,9,3.25,4,Within 5%,3.28,4,Within 5%,2.41 to 4.27,2758,3,1.09,2,Over 15% lower,1.33,3,5 to 15% lower,0.87 to 1.89,12,4.34,3,5 to 15% lower,4.5,4,Within 5%,3.70 to 5.89,2,Level 3 NICU,3.22,1.46,4.68
2024,10,"Barking, Havering and Redbridge University Hospitals NHS Trust",England,London,,,London,0.112106859,51.58054479,7269,30,4.13,5,Over 5% higher,2.92,5,Over 5% higher,2.32 to 3.83,7239,3,0.41,2,Over 15% lower,0.7,4,Within 5%,0.47 to 1.01,33,4.54,5,Over 5% higher,3.62,5,Over 5% higher,3.05 to 4.77,3,"4,000 or more births",2.72,0.73,3.44
2024,13,Barnsley Hospital NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.499578108,53.55831397,2895,-1,-1,0,Suppressed due to small numbers,2.69,4,Within 5%,2.05 to 3.47,2888,-1,-1,0,Suppressed due to small numbers,0.81,4,Within 5%,0.54 to 1.15,8,2.76,2,Over 15% lower,3.49,4,Within 5%,2.90 to 4.45,4,"2,000-3,999 births",2.71,0.83,3.54
2024,14,Barts Health NHS Trust,England,London,,,London,0.002638361,51.57883109,14379,49,3.41,5,Over 5% higher,3.02,3,5 to 15% lower,2.33 to 3.87,14330,15,1.05,2,Over 15% lower,1.25,4,Within 5%,0.91 to 1.68,64,4.45,4,Within 5%,4.25,4,Within 5%,3.58 to 5.29,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,118,Bedfordshire Hospitals NHS Foundation Trust,England,East of England,,,East of England,-0.474268944,51.89417721,8112,27,3.33,4,Within 5%,3.21,4,Within 5%,2.33 to 4.17,8085,11,1.36,3,5 to 15% lower,1.49,4,Within 5%,1.09 to 2.12,38,4.68,4,Within 5%,4.69,4,Within 5%,3.90 to 5.97,2,Level 3 NICU,3.22,1.46,4.68
2024,17,Belfast Health and Social Care Trust,Northern Ireland,Northern Ireland,,,Northern Ireland,-5.952873891,54.59439114,4584,22,4.8,5,Over 5% higher,3.63,5,Over 5% higher,2.77 to 5.13,4562,13,2.85,5,Over 5% higher,1.39,5,Over 5% higher,0.98 to 2.07,35,7.64,5,Over 5% higher,5,5,Over 5% higher,4.22 to 6.73,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,20,Betsi Cadwaladr University Health Board,Wales,Wales,,,Wales,-4.159825146,53.20901957,5581,16,2.87,5,Over 5% higher,3.03,5,Over 5% higher,2.31 to 4.66,5565,5,0.9,5,Over 5% higher,0.72,4,Within 5%,0.51 to 1.01,21,3.76,5,Over 5% higher,3.66,5,Over 5% higher,3.05 to 5.08,3,"4,000 or more births",2.72,0.73,3.44
2024,22,Birmingham Women's and Children's NHS Foundation Trust,England,Midlands,,,West Midlands,-1.942243239,52.45318512,7373,32,4.34,5,Over 5% higher,3.31,4,Within 5%,2.58 to 4.27,7341,23,3.13,5,Over 5% higher,1.53,5,Over 5% higher,1.04 to 2.33,55,7.46,5,Over 5% higher,4.86,5,Over 5% higher,4.15 to 6.38,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,26,Blackpool Teaching Hospitals NHS Foundation Trust,England,North West,,,North West,-3.016264483,53.8206695,2371,7,2.95,5,Over 5% higher,2.72,4,Within 5%,2.11 to 3.62,2364,3,1.27,5,Over 5% higher,0.84,4,Within 5%,0.60 to 1.20,10,4.22,5,Over 5% higher,3.56,4,Within 5%,2.97 to 4.61,4,"2,000-3,999 births",2.71,0.83,3.54
2024,27,Bolton NHS Foundation Trust,England,North West,,,North West,-2.43018498,53.55441453,5064,18,3.55,5,Over 5% higher,3.22,4,Within 5%,2.48 to 4.21,5046,6,1.19,2,Over 15% lower,1.42,4,Within 5%,1.05 to 1.96,24,4.74,4,Within 5%,4.63,4,Within 5%,3.88 to 5.98,2,Level 3 NICU,3.22,1.46,4.68
2024,29,Bradford Teaching Hospitals NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.794879358,53.80588187,5284,28,5.3,5,Over 5% higher,3.5,5,Over 5% higher,2.74 to 4.71,5256,7,1.33,3,5 to 15% lower,1.41,4,Within 5%,1.03 to 1.92,35,6.62,5,Over 5% higher,4.89,4,Within 5%,4.23 to 6.44,2,Level 3 NICU,3.22,1.46,4.68
2024,32,Buckinghamshire Healthcare NHS Trust,England,South East,,,Thames Valley and Wessex,-0.802757325,51.79830765,4478,9,2.01,2,Over 15% lower,2.62,4,Within 5%,1.97 to 3.41,4469,6,1.34,5,Over 5% higher,0.79,5,Over 5% higher,0.56 to 1.19,15,3.35,4,Within 5%,3.4,4,Within 5%,2.77 to 4.34,3,"4,000 or more births",2.72,0.73,3.44
2024,34,Calderdale and Huddersfield NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.857279743,53.70530631,4266,-1,-1,0,Suppressed due to small numbers,2.97,5,Over 5% higher,2.31 to 4.14,4246,-1,-1,0,Suppressed due to small numbers,0.71,4,Within 5%,0.50 to 1.00,22,5.16,5,Over 5% higher,3.69,5,Over 5% higher,3.09 to 5.01,3,"4,000 or more births",2.72,0.73,3.44
2024,36,Cambridge University Hospitals NHS Foundation Trust,England,East of England,,,East of England,0.13911444,52.1737407,5454,8,1.47,2,Over 15% lower,2.98,3,5 to 15% lower,2.09 to 3.76,5446,8,1.47,5,Over 5% higher,1.24,4,Within 5%,0.92 to 1.73,16,2.93,2,Over 15% lower,4.25,4,Within 5%,3.52 to 5.31,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,40,Cardiff and Vale University Health Board,Wales,Wales,,,Wales,-3.189360354,51.50676434,5016,25,4.98,5,Over 5% higher,3.57,5,Over 5% higher,2.63 to 5.00,4991,7,1.4,5,Over 5% higher,1.27,4,Within 5%,0.93 to 1.83,32,6.38,5,Over 5% higher,4.83,5,Over 5% higher,3.96 to 6.58,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,44,Chelsea and Westminster Hospital NHS Foundation Trust,England,London,,,London,-0.181458758,51.48426049,10762,28,2.6,2,Over 15% lower,3.04,3,5 to 15% lower,2.24 to 3.75,10734,13,1.21,4,Within 5%,1.34,5,Over 5% higher,0.93 to 1.90,41,3.81,3,5 to 15% lower,4.35,4,Within 5%,3.56 to 5.35,1,Level 3 NICU & neonatal surgery,3.21,1.25,4.45
2024,46,Chesterfield Royal Hospital NHS Foundation Trust,England,Midlands,,,Yorkshire & Humber,-1.400081229,53.23622277,2781,7,2.52,3,5 to 15% lower,2.7,4,Within 5%,2.01 to 3.54,2774,4,1.44,5,Over 5% higher,0.85,4,Within 5%,0.61 to 1.23,11,3.96,5,Over 5% higher,3.55,4,Within 5%,2.97 to 4.65,4,"2,000-3,999 births",2.71,0.83,3.54
2024,50,Countess of Chester Hospital NHS Foundation Trust,England,North West,,,North West,-2.899024442,53.21176712,1949,-1,-1,0,Suppressed due to small numbers,2.36,4,Within 5%,1.53 to 3.30,1946,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.36 to 1.09,4,2.05,2,Over 15% lower,3.05,4,Within 5%,2.17 to 4.16,5,"Under 2,000 births",2.44,0.7,3.13
2024,51,County Durham and Darlington NHS Foundation Trust,England,North East and Yorkshire,,,Northern,-1.592928212,54.78889855,3846,10,2.6,4,Within 5%,2.7,4,Within 5%,2.01 to 3.52,3836,5,1.3,5,Over 5% higher,0.78,5,Over 5% higher,0.54 to 1.21,15,3.9,5,Over 5% higher,3.48,4,Within 5%,2.81 to 4.49,3,"4,000 or more births",2.72,0.73,3.44
2024,53,Croydon Health Services NHS Trust,England,London,,,London,-0.108783178,51.38912869,3268,-1,-1,0,Suppressed due to small numbers,2.97,5,Over 5% higher,2.33 to 4.40,3250,-1,-1,0,Suppressed due to small numbers,0.81,4,Within 5%,0.58 to 1.13,20,6.12,5,Over 5% higher,3.78,5,Over 5% higher,3.20 to 5.37,4,"2,000-3,999 births",2.71,0.83,3.54
2024,55,Cwm Taf Morgannwg University Health Board,Wales,Wales,,,Wales,-3.385504526,51.76395402,4221,-1,-1,0,Suppressed due to small numbers,2.83,4,Within 5%,2.17 to 3.78,4209,-1,-1,0,Suppressed due to small numbers,0.69,4,Within 5%,0.45 to 0.98,13,3.08,3,5 to 15% lower,3.5,4,Within 5%,2.88 to 4.50,3,"4,000 or more births",2.72,0.73,3.44
2024,56,Dartford and Gravesham NHS Trust,England,South East,,,"Kent, Surrey and Sussex",0.166643343,51.47711269,4605,-1,-1,0,Suppressed due to small numbers,2.76,4,Within 5%,2.21 to 3.61,4590,-1,-1,0,Suppressed due to small numbers,0.72,4,Within 5%,0.47 to 1.03,17,3.69,5,Over 5% higher,3.48,4,Within 5%,2.94 to 4.49,3,"4,000 or more births",2.72,0.73,3.44
2024,61,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.109256679,53.53074188,4362,11,2.52,3,5 to 15% lower,2.66,4,Within 5%,2.03 to 3.45,4351,3,0.69,3,5 to 15% lower,0.71,4,Within 5%,0.47 to 0.98,14,3.21,3,5 to 15% lower,3.37,4,Within 5%,2.81 to 4.20,3,"4,000 or more births",2.72,0.73,3.44
2024,62,Dorset County Hospital NHS Foundation Trust,England,South West,,,Thames Valley and Wessex,-2.447125333,50.71346129,1617,-1,-1,0,Suppressed due to small numbers,2.43,4,Within 5%,1.57 to 3.71,1613,-1,-1,0,Suppressed due to small numbers,0.71,4,Within 5%,0.40 to 1.14,6,3.71,5,Over 5% higher,3.14,4,Within 5%,2.22 to 4.50,5,"Under 2,000 births",2.44,0.7,3.13
2024,66,East and North Hertfordshire NHS Trust,England,East of England,,,East of England,-0.212726073,51.92461065,4443,-1,-1,0,Suppressed due to small numbers,2.66,4,Within 5%,2.04 to 3.46,4434,-1,-1,0,Suppressed due to small numbers,0.71,4,Within 5%,0.49 to 1.02,11,2.48,2,Over 15% lower,3.37,4,Within 5%,2.79 to 4.32,3,"4,000 or more births",2.72,0.73,3.44
2024,67,East Cheshire NHS Trust,England,North West,,,North West,-2.141583841,53.26225793,1243,-1,-1,0,Suppressed due to small numbers,2.37,4,Within 5%,1.52 to 3.52,1242,-1,-1,0,Suppressed due to small numbers,0.7,4,Within 5%,0.38 to 1.16,-1,-1,0,Suppressed due to small numbers,3.07,4,Within 5%,2.08 to 4.34,5,"Under 2,000 births",2.44,0.7,3.13
2024,68,East Kent Hospitals University NHS Foundation Trust,England,South East,,,"Kent, Surrey and Sussex",1.389384459,51.37805301,5898,9,1.53,2,Over 15% lower,2.92,3,5 to 15% lower,1.94 to 3.78,5889,10,1.7,5,Over 5% higher,1.62,5,Over 5% higher,1.11 to 2.34,19,3.22,2,Over 15% lower,4.48,4,Within 5%,3.52 to 5.79,2,Level 3 NICU,3.22,1.46,4.68
2024,69,East Lancashire Hospitals NHS Trust,England,North West,,,North West,-2.22816413,53.80982996,6030,18,2.99,3,5 to 15% lower,3.12,4,Within 5%,2.38 to 3.92,6012,8,1.33,3,5 to 15% lower,1.48,4,Within 5%,1.10 to 2.04,26,4.31,3,5 to 15% lower,4.59,4,Within 5%,3.79 to 5.69,2,Level 3 NICU,3.22,1.46,4.68
